"108年12月04日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"2739","寒舍","12,000","9","292,200","24.40","24.45","24.30","24.40","-","0.10","24.30","5","24.45","31","24.90",
"2748","雲品","333,000","249","16,688,850","50.70","51.70","49.90","50.40","-","0.30","50.40","1","50.50","3","15.41",
"2801","彰銀","5,142,000","1,349","117,495,950","22.90","22.90","22.80","22.85","-","0.05","22.80","812","22.85","143","19.53",
"2809","京城銀","1,565,000","501","51,582,200","32.85","33.05","32.85","33.00","+","0.20","32.95","3","33.00","178","30.00",
"2812","台中銀","4,813,000","1,900","57,164,150","11.90","11.95","11.85","11.90","-","0.05","11.85","3,409","11.90","545","10.62",
"2816","旺旺保","198,000","90","4,217,850","21.50","21.50","21.10","21.35","-","0.10","21.25","6","21.35","22","6.34",
"2820","華票","550,000","167","8,244,600","14.95","15.05","14.95","15.05","+","0.10","14.95","213","15.05","285","16.36",
"2823","中壽","6,487,000","2,428","165,462,300","25.70","25.70","25.40","25.60","-","0.10","25.55","1","25.60","131","9.05",
"2832","台產","63,000","25","1,308,450","20.75","20.80","20.70","20.70","-","0.10","20.70","29","20.80","12","12.40",
"2834","臺企銀","11,502,000","3,465","142,784,600","12.45","12.45","12.40","12.40","-","0.05","12.40","4,542","12.45","1,069","12.53",
"2836","高雄銀","960,000","315","9,401,220","9.80","9.82","9.76","9.82","+","0.02","9.79","20","9.82","44","15.59",
"2838","聯邦銀","2,118,000","458","23,205,950","11.05","11.05","10.85","11.00","-","0.05","10.95","2","11.00","99","11.22",
"2838A","聯邦銀甲特","37,000","15","2,031,600","55.00","55.00","54.90","54.90"," ","0.00","54.80","13","54.90","1","0.00",
"2841","台開","771,000","217","6,659,100","8.63","8.68","8.60","8.65","+","0.04","8.64","6","8.66","24","14.42",
"2845","遠東銀","1,705,000","671","20,493,850","12.10","12.10","12.00","12.05","-","0.05","12.00","956","12.05","192","10.57",
"2849","安泰銀","105,000","45","1,617,750","15.50","15.50","15.35","15.40","-","0.10","15.40","4","15.45","9","11.76",
"2850","新產","173,000","127","6,715,950","39.00","39.00","38.70","38.85","-","0.25","38.80","21","38.85","11","8.35",
"2851","中再保","107,000","41","2,037,250","19.05","19.10","19.00","19.00","-","0.10","19.00","126","19.05","9","9.18",
"2852","第一保","50,000","19","712,950","14.25","14.30","14.25","14.30"," ","0.00","14.25","3","14.30","56","11.63",
"2855","統一證","450,000","147","6,192,250","13.75","13.80","13.70","13.80"," ","0.00","13.75","60","13.80","182","11.40",
"2867","三商壽","2,119,000","573","24,593,250","11.70","11.70","11.55","11.60","-","0.10","11.60","28","11.65","256","9.83",
"2880","華南金","6,938,000","2,467","150,446,500","21.70","21.75","21.60","21.75"," ","0.00","21.70","30","21.75","503","16.73",
"2881","富邦金","11,813,000","3,468","528,301,150","45.10","45.10","44.55","44.80","-","0.10","44.75","1","44.80","342","10.09",
"2881A","富邦特","186,000","60","12,065,900","64.80","64.90","64.80","64.90","+","0.30","64.80","3","64.90","317","0.00",
"2881B","富邦金乙特","122,000","30","7,783,600","63.80","63.80","63.80","63.80","+","0.10","63.60","71","63.80","7","0.00",
"2882","國泰金","39,530,000","23,415","1,631,324,950","41.40","41.40","41.15","41.30","-","0.45","41.25","102","41.30","718","12.08",
"2882A","國泰特","117,000","52","7,448,700","63.50","63.70","63.50","63.70"," ","0.00","63.60","15","63.70","108","0.00",
"2882B","國泰金乙特","15,000","10","955,500","63.70","63.70","63.70","63.70","-","0.10","63.70","56","63.80","278","0.00",
"2883","開發金","30,002,000","8,651","286,669,730","9.61","9.61","9.53","9.58","-","0.04","9.58","159","9.59","499","13.88",
"2884","玉山金","15,504,000","5,089","421,456,700","27.25","27.30","27.10","27.25","-","0.10","27.20","14","27.25","84","16.22",
"2885","元大金","13,859,000","3,351","275,802,300","19.90","19.95","19.85","19.95","+","0.05","19.90","19","19.95","27","12.16",
"2886","兆豐金","12,140,000","3,973","365,042,700","30.10","30.15","30.00","30.15","+","0.10","30.10","36","30.15","763","14.71",
"2887","台新金","9,545,000","3,235","136,285,900","14.30","14.35","14.25","14.30","-","0.05","14.25","3,470","14.30","555","12.02",
"2887E","台新戊特","136,000","27","7,614,900","55.80","56.00","55.80","55.90","-","0.10","55.80","14","55.90","6","0.00",
"2887F","台新戊特二","27,000","27","1,457,400","53.90","54.10","53.90","54.10","+","0.10","53.90","10","54.10","17","0.00",
"2888","新光金","23,262,000","2,682","234,009,100","10.05","10.10","10.00","10.10"," ","0.00","10.05","3,095","10.10","5,123","12.78",
"2888A","新光金甲特","256,000","120","11,717,600","45.80","45.80","45.75","45.75","-","0.05","45.75","6","45.80","29","0.00",
"2889","國票金","1,449,000","392","15,893,300","10.95","11.00","10.95","11.00","+","0.05","10.95","740","11.00","1,773","12.09",
"2890","永豐金","15,231,000","2,220","196,681,600","12.90","12.95","12.85","12.95"," ","0.00","12.90","939","12.95","147","13.21",
"2891","中信金","27,222,000","5,515","590,665,950","21.80","21.85","21.60","21.85","+","0.10","21.80","38","21.85","1,628","10.16",
"2891B","中信金乙特","101,000","14","6,625,500","65.50","65.60","65.50","65.60"," ","0.00","65.50","7","65.60","6","0.00",
"2891C","中信金丙特","18,000","13","1,135,600","63.10","63.10","62.90","63.10"," ","0.00","62.90","7","63.10","5","0.00",
"2892","第一金","10,419,000","3,916","238,961,350","23.00","23.00","22.85","23.00"," ","0.00","22.95","1","23.00","1,609","15.54",
"2897","王道銀行","898,000","222","6,964,220","7.76","7.77","7.75","7.77","+","0.01","7.75","13","7.77","19","16.53",
"2897A","王道銀甲特","13,000","9","136,550","10.50","10.55","10.50","10.55","+","0.05","10.50","86","10.55","74","0.00",
"2901","欣欣","15,000","7","351,350","23.50","23.50","23.20","23.40","-","0.05","23.35","3","23.40","1","58.50",
"2903","遠百","1,354,000","363","35,663,950","26.20","26.60","26.20","26.50","+","0.30","26.45","7","26.50","36","22.27",
"2904","匯僑","13,000","10","308,650","23.80","23.80","23.70","23.70","-","0.10","23.70","2","23.85","7","12.47",
"2905","三商","837,000","415","17,694,800","21.25","21.30","21.00","21.25"," ","0.00","21.20","2","21.25","33","6.81",
"2906","高林","62,000","28","686,350","11.05","11.15","11.05","11.10"," ","0.00","11.05","167","11.10","13","38.28",
"2908","特力","110,000","58","2,263,450","20.65","20.65","20.55","20.65","-","0.05","20.60","20","20.65","21","0.00",
"2910","統領","44,000","35","1,249,750","28.80","28.80","27.85","28.40","+","0.65","28.10","3","28.30","1","54.62",
"2911","麗嬰房","255,000","76","1,873,740","7.29","7.38","7.29","7.36","+","0.01","7.32","6","7.36","7","0.00",
"2912","統一超","716,000","545","218,585,000","308.00","309.00","303.50","305.00","-","4.00","304.50","8","305.00","78","30.11",
"2913","農林","711,000","354","11,522,400","16.20","16.30","16.15","16.30","+","0.10","16.20","13","16.30","38","0.00",
"2915","潤泰全","2,065,000","1,306","153,898,600","75.10","75.10","74.30","74.30","-","0.80","74.30","69","74.40","1","3.86",
"2923","鼎固-KY","5,000","4","127,150","25.35","25.55","25.35","25.55","-","0.05","25.35","1","25.55","15","4.41",
"2929","淘帝-KY","418,000","307","35,588,500","85.10","85.40","84.80","85.10"," ","0.00","85.10","3","85.20","2","6.20",
"2936","客思達-KY","5,000","3","100,750","20.15","20.15","20.15","20.15","-","0.10","19.85","7","20.20","1","2,015.00",
"2939","凱羿-KY","2,000","2","213,000","106.50","106.50","106.50","106.50"," ","0.00","105.00","2","106.50","2","17.32",
"3002","歐格","46,000","24","498,700","10.80","10.90","10.80","10.90","+","0.05","10.80","11","10.90","3","23.19",
"3003","健和興","1,048,000","871","47,758,050","46.40","46.40","45.30","45.35","-","0.60","45.35","1","45.45","7","14.87",
"3004","豐達科","182,000","157","18,222,400","99.80","100.50","99.20","100.50","+","0.50","100.00","5","100.50","6","14.61",
"3005","神基","762,000","620","35,128,000","46.15","46.30","46.00","46.05","-","0.25","46.05","5","46.20","18","13.19",
"3006","晶豪科","307,000","212","9,819,800","31.85","32.15","31.80","32.10","-","0.05","32.00","6","32.10","1","27.67",
"3008","大立光","535,000","473","2,360,515,000","4,460.00","4,460.00","4,390.00","4,400.00","-","70.00","4,395.00","7","4,400.00","5","22.15",
"3010","華立","334,000","277","18,647,700","56.10","56.20","55.60","56.20"," ","0.00","55.80","6","56.20","15","8.88",
"3011","今皓","76,000","28","495,960","6.52","6.65","6.44","6.51","+","0.04","6.51","3","6.55","3","0.00",
"3013","晟銘電","164,000","84","2,295,050","13.95","14.05","13.95","13.95","-","0.05","13.95","11","14.00","4","21.14",
"3014","聯陽","419,000","286","17,424,200","41.10","41.90","41.10","41.75","+","0.70","41.75","5","41.80","7","13.92",
"3015","全漢","115,000","44","2,401,450","20.95","20.95","20.85","20.90"," ","0.00","20.85","3","20.90","13","74.64",
"3016","嘉晶","5,646,000","3,832","285,517,200","48.55","51.30","48.40","50.80","+","2.05","50.80","19","50.90","88","115.45",
"3017","奇鋐","3,644,000","2,266","142,222,850","39.15","39.30","38.75","39.10","-","0.40","39.10","17","39.15","1","15.89",
"3018","同開","133,000","72","2,975,000","22.20","22.60","22.20","22.45","+","0.05","22.45","2","22.50","2","0.00",
"3019","亞光","1,030,000","691","79,403,600","76.60","77.70","76.40","77.10"," ","0.00","77.10","13","77.30","2","18.27",
"3021","鴻名","97,000","50","1,483,750","15.50","15.50","15.25","15.25","-","0.25","15.25","1","15.30","10","10.89",
"3022","威強電","66,000","56","3,457,900","52.20","53.00","52.00","53.00","+","0.50","52.70","1","53.00","7","10.17",
"3023","信邦","329,000","272","38,115,500","115.00","116.50","115.00","115.50","+","0.50","115.50","25","116.00","28","16.02",
"3024","憶聲","1,404,000","376","12,561,680","8.90","9.02","8.84","9.01","+","0.06","9.00","7","9.01","25","13.86",
"3025","星通","25,000","18","510,450","20.35","20.60","20.35","20.40","-","0.20","20.40","1","20.50","2","32.38",
"3026","禾伸堂","4,682,000","2,723","477,877,500","103.00","103.50","100.50","101.50","-","1.00","101.50","56","102.00","241","15.50",
"3027","盛達","1,211,000","407","9,605,720","7.98","8.13","7.82","8.05","+","0.45","8.05","14","8.06","13","4.00",
"3028","增你強","343,000","205","7,081,300","20.70","20.70","20.60","20.65","-","0.10","20.60","162","20.65","14","15.53",
"3029","零壹","620,000","389","18,907,950","30.10","30.70","30.10","30.45","+","0.30","30.45","32","30.50","3","12.38",
"3030","德律","203,000","138","10,371,400","51.30","51.30","51.00","51.30"," ","0.00","51.10","1","51.30","6","12.89",
"3031","佰鴻","956,000","419","15,399,150","16.25","16.35","16.00","16.00","-","0.25","16.00","171","16.15","4","13.33",
"3032","偉訓","41,000","29","1,102,450","26.80","26.95","26.80","26.85","-","0.10","26.85","1","26.95","10","10.45",
"3033","威健","753,000","499","13,184,600","17.55","17.60","17.50","17.50","-","0.10","17.50","3","17.55","103","22.44",
"3034","聯詠","5,179,000","3,030","1,120,261,000","218.00","218.50","215.00","216.00","-","3.50","216.00","29","216.50","8","16.07",
"3035","智原","1,879,000","1,389","99,061,100","52.70","53.10","52.40","52.70","-","0.50","52.70","27","52.80","14","34.67",
"3036","文曄","7,019,000","3,124","299,115,600","42.75","42.75","42.40","42.50","-","0.25","42.45","15","42.50","105","10.39",
"3037","欣興","15,469,000","7,094","686,568,900","44.80","44.80","44.10","44.20","-","0.60","44.20","182","44.25","5","21.99",
"3038","全台","1,765,000","733","31,432,750","18.00","18.00","17.65","17.80","-","0.25","17.80","209","17.85","11","10.72",
"3040","遠見","15,000","13","420,650","28.05","28.05","28.00","28.00","-","0.10","28.00","40","28.30","5","20.14",
"3041","揚智","714,000","412","12,806,850","18.15","18.15","17.80","17.95","-","0.25","17.90","22","18.00","18","0.00",
"3042","晶技","7,640,000","4,554","335,285,400","44.05","44.60","43.35","44.20","+","0.15","44.20","44","44.25","20","21.05",
"3043","科風","136,000","39","289,630","2.15","2.15","2.12","2.15","-","0.14","2.15","19","2.18","5","4.48",
"3044","健鼎","1,706,000","1,131","212,744,000","123.50","126.50","123.00","125.00","+","2.50","124.50","22","125.00","516","11.25",
"3045","台灣大","1,111,000","563","127,572,000","115.00","115.00","114.50","115.00"," ","0.00","114.50","5,408","115.00","1,036","25.50",
"3046","建碁","32,000","20","560,550","17.50","17.60","17.50","17.50","-","0.20","17.50","3","17.55","1","76.09",
"3047","訊舟","269,000","104","2,717,800","10.10","10.15","10.05","10.10","-","0.05","10.10","55","10.15","34","17.41",
"3048","益登","3,200,000","1,603","63,364,900","19.75","20.10","19.55","19.65","-","0.10","19.65","33","19.70","20","12.13",
"3049","和鑫","10,578,000","2,921","142,346,400","13.25","13.60","13.25","13.50","+","0.40","13.45","159","13.50","130","14.21",
"3050","鈺德","386,000","139","4,199,950","10.95","10.95","10.85","10.95"," ","0.00","10.90","23","10.95","4","12.30",
"3051","力特","124,000","34","353,530","3.04","3.04","2.82","2.86","+","0.03","2.86","1","2.90","3","0.00",
"3052","夆典","521,000","174","6,791,700","13.10","13.10","12.95","13.10","-","0.05","13.10","8","13.15","10","0.00",
"3054","立萬利","12,000","12","285,100","23.75","23.80","23.60","23.60","-","0.10","23.30","6","23.80","12","112.38",
"3055","蔚華科","39,000","21","1,008,650","25.70","25.95","25.70","25.80"," ","0.00","25.80","9","25.90","1","322.50",
"3056","總太","509,000","245","14,606,600","28.80","28.80","28.60","28.75","-","0.10","28.75","24","28.80","32","15.54",
"3057","喬鼎","152,000","71","943,460","6.16","6.29","6.16","6.20","-","0.03","6.19","31","6.20","5","0.00",
"3058","立德","70,000","35","511,880","7.30","7.39","7.27","7.28","-","0.09","7.28","5","7.35","6","0.00",
"3059","華晶科","305,000","142","6,970,500","22.90","23.00","22.70","22.90"," ","0.00","22.90","7","22.95","7","60.26",
"3060","銘異","1,172,000","549","16,330,800","13.65","14.10","13.65","13.75","+","0.10","13.75","14","13.80","1","0.00",
"3062","建漢","755,000","422","13,618,300","18.00","18.15","17.90","18.10"," ","0.00","18.10","5","18.15","29","67.04",
"3090","日電貿","1,196,000","910","61,452,400","51.30","51.90","51.00","51.20","-","0.20","51.10","35","51.20","14","12.67",
"3094","聯傑","32,000","23","535,350","16.75","16.80","16.70","16.70","+","0.10","16.70","2","16.75","1","45.14",
"3130","一零四","0","0","0","--","--","--","--"," ","0.00","164.50","6","165.50","2","19.82",
"3149","正達","571,000","237","5,309,540","9.45","9.46","9.19","9.25","-","0.23","9.23","2","9.25","7","0.00",
"3164","景岳","36,000","24","881,550","24.65","24.65","24.35","24.65"," ","0.00","24.50","2","24.65","2","25.41",
"3167","大量","211,000","114","8,168,300","38.40","39.05","38.35","39.00","+","0.50","39.00","19","39.05","8","15.23",
"3189","景碩","4,078,000","2,350","211,826,100","51.60","52.40","51.00","52.20","+","0.40","52.20","20","52.30","20","0.00",
"3209","全科","4,403,000","1,949","92,769,100","21.00","21.30","20.75","20.75","-","0.15","20.70","67","20.80","3","14.21",
"3229","晟鈦","22,000","19","273,450","12.40","12.65","12.35","12.65","+","0.05","12.40","16","12.60","1","0.00",
"3231","緯創","14,351,000","4,776","414,562,750","28.90","29.10","28.35","29.00","+","0.10","28.95","174","29.00","429","13.55",
"3257","虹冠電","21,000","16","1,206,300","57.10","57.50","57.10","57.50","+","0.10","57.40","3","57.60","1","56.37",
"3266","昇陽","48,000","26","725,700","15.20","15.40","14.95","15.05","-","0.35","15.05","1","15.25","2","35.00",
"3296","勝德","145,000","50","2,167,650","14.95","15.20","14.80","15.15","+","0.25","14.95","13","15.00","1","15.30",
"3305","昇貿","27,000","25","656,550","24.35","24.45","24.25","24.35","-","0.05","24.30","6","24.35","2","15.81",
"3308","聯德","0","0","0","--","--","--","--"," ","0.00","5.43","1","5.49","3","0.00",
"3311","閎暉","24,000","21","640,650","26.80","26.80","26.65","26.65","-","0.15","26.65","3","26.85","3","0.00",
"3312","弘憶股","465,000","185","7,539,400","16.10","16.30","16.10","16.25","+","0.10","16.20","45","16.25","3","13.10",
"3321","同泰","1,776,000","581","29,721,150","16.15","17.30","16.15","17.00","+","0.55","17.00","79","17.10","5","0.00",
"3338","泰碩","4,044,000","2,854","368,816,300","90.60","92.10","90.00","91.10","+","0.30","91.10","29","91.20","12","28.92",
"3346","麗清","44,000","29","1,324,850","30.20","30.20","30.00","30.10","-","0.05","30.10","4","30.15","1","33.44",
"3356","奇偶","171,000","124","5,339,700","31.00","31.45","31.00","31.05","+","0.25","31.05","3","31.15","5","45.66",
"3376","新日興","943,000","661","113,708,000","121.00","122.50","119.50","120.00","-","2.00","120.00","113","120.50","1","16.48",
"3380","明泰","738,000","367","15,992,500","21.80","21.80","21.55","21.70","-","0.10","21.70","31","21.75","1","40.94",
"3383","新世紀","12,000","7","49,500","4.13","4.15","4.05","4.13","-","0.07","4.05","2","4.14","2","0.00",
"3406","玉晶光","3,811,000","3,061","1,526,182,000","403.00","404.50","397.00","401.00","-","3.50","400.50","26","401.00","14","22.29",
"3413","京鼎","969,000","596","153,892,500","159.50","161.00","156.00","159.50","-","0.50","159.00","8","159.50","163","22.50",
"3416","融程電","61,000","33","3,403,500","55.70","56.20","55.50","56.20","+","0.40","56.00","2","56.20","3","15.83",
"3419","譁裕","464,000","233","8,307,500","17.95","18.00","17.80","17.95","-","0.10","17.90","35","17.95","1","0.00",
"3432","台端","18,000","14","235,900","13.05","13.20","13.05","13.15"," ","0.00","13.10","4","13.15","2","12.06",
"3437","榮創","4,114,000","1,861","71,923,400","17.00","17.80","16.95","17.40","+","0.30","17.40","5","17.45","20","0.00",
"3443","創意","1,389,000","1,179","354,172,500","257.00","259.00","253.00","253.50","-","7.00","253.50","63","254.00","3","53.48",
"3450","聯鈞","339,000","230","17,655,400","52.10","52.50","51.80","52.00","-","0.30","52.00","7","52.20","16","26.00",
"3454","晶睿","134,000","109","12,168,500","90.70","91.60","90.30","90.50","-","0.30","90.50","6","90.80","1","22.80",
"3481","群創","157,403,000","21,720","1,232,415,620","7.68","7.98","7.64","7.92","+","0.21","7.91","659","7.92","39","0.00",
"3494","誠研","188,000","73","862,020","4.56","4.70","4.49","4.69","+","0.19","4.63","1","4.69","3","0.00",
"3501","維熹","80,000","63","3,949,350","49.50","49.55","49.20","49.30","-","0.20","49.25","1","49.30","2","10.21",
"3504","揚明光","290,000","245","22,750,800","78.10","79.10","77.90","78.50"," ","0.00","78.50","3","78.60","2","153.92",
"3515","華擎","392,000","317","30,374,700","77.60","78.00","76.90","77.20","-","0.40","77.20","16","77.60","3","18.56",
"3518","柏騰","244,000","166","6,884,450","28.30","28.60","27.80","28.00","-","0.30","28.00","18","28.30","15","0.00",
"3528","安馳","63,000","51","2,349,250","37.65","37.65","37.00","37.40","-","0.25","37.15","1","37.40","1","14.50",
"3530","晶相光","257,000","218","22,898,000","90.00","90.00","88.50","89.00","-","1.30","88.90","11","89.20","2","39.73",
"3532","台勝科","756,000","627","83,565,000","109.00","111.50","108.00","111.00","+","2.00","110.50","17","111.50","50","13.04",
"3533","嘉澤","1,998,000","1,624","601,389,000","302.00","307.50","298.00","300.00","+","1.00","299.50","7","300.00","309","15.86",
"3535","晶彩科","471,000","231","10,246,500","21.95","22.00","21.65","21.70","-","0.10","21.65","25","21.70","4","7.46",
"3536","誠創","90,000","45","277,850","3.19","3.19","3.07","3.07","-","0.12","3.07","20","3.15","4","0.00",
"3545","敦泰","4,680,000","1,920","123,525,350","26.30","26.65","26.15","26.25","-","0.25","26.20","54","26.25","90","0.00",
"3550","聯穎","51,000","24","740,000","14.50","14.70","14.45","14.55","+","0.05","14.55","1","14.60","1","29.10",
"3557","嘉威","594,000","233","24,286,050","40.95","41.15","40.55","40.90"," ","0.00","40.90","8","40.95","2","73.04",
"3563","牧德","241,000","230","68,013,500","284.00","284.00","281.00","282.50","-","1.50","282.50","2","283.00","1","10.85",
"3576","聯合再生","3,730,000","1,129","26,737,720","7.16","7.23","7.10","7.17","X","0.00","7.16","38","7.17","8","0.00",
"3583","辛耘","398,000","295","24,255,700","61.40","61.60","60.60","60.70","-","0.70","60.70","13","60.80","6","10.65",
"3588","通嘉","302,000","200","8,188,200","26.65","27.65","26.30","27.65","+","1.40","27.65","5","27.70","4","79.00",
"3591","艾笛森","25,000","16","315,700","12.65","12.70","12.60","12.70","-","0.05","12.60","1","12.75","7","0.00",
"3593","力銘","293,000","121","1,914,820","6.10","6.65","6.10","6.65","+","0.60","6.65","209","--","0","0.00",
"3596","智易","3,154,000","2,157","294,216,100","94.20","94.30","92.60","92.60","-","2.10","92.60","22","92.80","17","14.36",
"3605","宏致","862,000","432","24,231,450","27.90","28.40","27.70","28.05"," ","0.00","28.05","22","28.15","8","10.91",
"3607","谷崧","65,000","38","1,111,500","17.10","17.20","17.05","17.10"," ","0.00","17.05","9","17.10","2","0.00",
"3617","碩天","98,000","78","10,999,500","114.00","114.00","111.50","112.00","-","1.00","112.00","4","112.50","2","13.79",
"3622","洋華","87,000","56","1,664,700","19.05","19.20","19.05","19.15","+","0.10","19.15","8","19.20","37","30.40",
"3645","達邁","804,000","542","37,539,650","45.65","47.30","45.65","47.10","+","1.35","47.05","1","47.10","7","33.88",
"3653","健策","5,106,000","3,689","942,951,000","184.50","190.50","181.00","189.00","+","1.50","188.50","18","189.00","14","32.81",
"3661","世芯-KY","4,963,000","3,722","1,040,391,500","213.00","213.00","207.50","211.50","-","2.50","210.50","1","211.50","34","57.32",
"3665","貿聯-KY","1,919,000","1,232","424,573,000","223.00","224.00","219.50","221.50","-","1.50","221.50","4","222.00","7","14.56",
"3669","圓展","22,000","15","363,450","16.65","16.65","16.40","16.65","+","0.10","16.60","1","16.65","4","33.98",
"3673","TPK-KY","1,842,000","1,196","101,169,300","55.20","55.60","54.60","54.60","-","0.70","54.60","98","54.70","2","44.39",
"3679","新至陞","106,000","94","6,653,200","63.90","63.90","62.10","62.40","-","1.50","62.40","7","62.90","16","11.84",
"3682","亞太電","12,843,000","3,258","102,747,450","8.08","8.10","7.91","8.03","-","0.07","8.02","8","8.03","11","0.00",
"3686","達能","112,000","41","525,280","4.68","4.80","4.66","4.79","-","0.01","4.70","7","4.78","1","0.00",
"3694","海華","88,000","44","1,607,750","18.10","18.45","18.10","18.15","+","0.20","18.15","2","18.35","2","0.00",
"3698","隆達","2,871,000","1,043","52,927,850","18.25","18.65","18.20","18.65","+","0.35","18.60","47","18.65","108","0.00",
"3701","大眾控","3,000","3","41,900","13.90","14.00","13.90","14.00","-","0.25","13.75","11","14.10","10","18.67",
"3702","大聯大","3,849,000","1,890","145,368,400","37.75","37.95","37.65","37.70","-","0.05","37.70","269","37.75","18","11.22",
"3702A","大聯大甲特","589,000","155","30,620,800","51.90","52.00","51.80","52.00","+","0.10","52.00","39","52.10","159","0.00",
"3703","欣陸","472,000","178","6,132,800","13.00","13.05","12.95","13.00","-","0.05","13.00","17","13.05","30","24.53",
"3704","合勤控","1,048,000","563","19,887,000","19.00","19.15","18.90","19.05"," ","0.00","19.00","21","19.05","129","34.02",
"3705","永信","58,000","39","2,454,450","42.20","42.45","42.20","42.45"," ","0.00","42.30","1","42.45","1","16.65",
"3706","神達","2,168,000","1,147","60,279,650","27.90","27.90","27.70","27.90","-","0.10","27.90","75","27.95","114","11.62",
"3708","上緯投控","394,000","299","31,970,600","81.00","81.80","80.50","81.50","+","0.60","81.30","5","81.50","13","9.70",
"3711","日月光投控","5,894,000","3,052","441,657,600","75.70","76.20","74.50","75.00","-","0.50","74.90","34","75.00","1,011","20.05",
"3712","永崴投控","144,000","76","2,887,600","20.05","20.15","19.95","20.15"," ","0.00","20.10","12","20.15","17","0.00",
"4104","佳醫","151,000","109","8,072,700","53.50","53.60","53.40","53.40","-","0.20","53.40","38","53.50","2","13.38",
"4106","雃博","148,000","107","3,603,050","24.60","24.60","24.20","24.25","-","0.40","24.25","5","24.45","3","23.54",
"4108","懷特","79,000","49","1,454,600","18.45","18.60","18.30","18.60"," ","0.00","18.60","7","18.65","6","0.00",
"4119","旭富","512,000","427","56,229,500","110.50","111.00","109.00","109.50","-","0.50","109.50","14","110.00","31","14.70",
"4133","亞諾法","41,000","40","1,080,100","26.50","26.60","26.20","26.35","-","0.35","26.25","2","26.35","2","97.59",
"4137","麗豐-KY","591,000","497","137,715,500","236.50","236.50","231.50","232.00","-","5.50","232.00","6","233.00","20","13.42",
"4141","龍燈-KY","64,000","43","1,001,850","15.65","15.75","15.45","15.75","+","0.05","15.70","4","15.75","5","0.00",
"4142","國光生","2,166,000","939","54,797,200","25.25","25.50","25.20","25.25"," ","0.00","25.25","72","25.30","77","0.00",
"4144","康聯-KY","69,000","36","1,963,550","28.70","28.70","28.30","28.30","-","0.35","28.25","5","28.50","1","26.45",
"4148","全宇生技-KY","29,000","23","1,173,250","40.20","40.60","40.20","40.50","-","0.20","40.50","2","40.90","2","41.33",
"4155","訊映","226,000","139","7,605,100","33.70","33.75","33.30","33.70","+","0.25","33.60","20","33.70","6","18.72",
"4164","承業醫","1,581,000","909","68,118,900","42.85","43.55","42.50","42.90","+","0.10","42.80","1","42.95","12","15.00",
"4190","佐登-KY","251,000","212","26,431,000","104.50","106.00","104.00","105.50","+","1.00","105.00","6","105.50","13","14.20",
"4306","炎洲","1,094,000","381","13,351,450","12.25","12.25","12.15","12.20","+","0.05","12.20","24","12.25","51","28.37",
"4414","如興","1,563,000","520","18,728,850","12.00","12.05","11.90","12.00","-","0.10","11.95","67","12.00","36","0.00",
"4426","利勤","252,000","203","11,945,300","47.60","48.00","47.00","47.20","-","0.85","47.20","9","47.40","6","19.11",
"4438","廣越","75,000","70","11,154,500","149.00","149.50","148.00","148.50","-","1.50","148.50","1","149.00","5","15.17",
"4526","東台","63,000","35","1,062,950","16.90","16.90","16.80","16.80","-","0.10","16.80","46","16.90","8","19.53",
"4532","瑞智","188,000","111","4,291,900","22.90","22.90","22.80","22.85","-","0.05","22.80","51","22.85","6","14.55",
"4536","拓凱","101,000","96","12,494,500","124.00","124.50","123.00","123.50","-","1.00","123.50","1","124.00","5","11.63",
"4540","全球傳動","374,000","222","17,265,450","46.90","46.90","46.00","46.15","-","0.85","46.15","10","46.20","3","65.00",
"4545","銘鈺","63,000","37","1,761,000","27.65","28.35","27.65","27.75","+","0.10","27.75","1","28.00","11","102.78",
"4551","智伸科","318,000","232","55,711,500","175.00","176.50","173.00","175.50","+","1.50","175.50","3","176.00","5","23.31",
"4552","力達-KY","249,000","211","9,642,750","38.00","39.20","38.00","38.95","+","0.95","38.85","5","38.95","14","10.04",
"4555","氣立","3,000","3","147,000","49.00","49.00","49.00","49.00","-","0.10","48.30","1","49.35","1","45.37",
"4557","永新-KY","18,000","15","1,259,200","69.80","70.10","69.80","70.10","+","0.10","69.90","5","70.10","1","12.84",
"4560","強信-KY","103,000","57","5,133,450","49.95","49.95","49.70","49.95","-","0.05","49.95","10","50.00","29","12.58",
"4562","穎漢","70,000","60","1,762,100","26.40","26.40","24.55","24.55","-","1.35","24.55","3","24.90","1","52.23",
"4564","元翎","315,000","201","14,466,400","45.75","46.15","45.40","46.10","+","0.40","46.05","2","46.10","2","13.52",
"4566","時碩工業","205,000","94","10,628,300","51.90","52.10","51.60","52.00","+","0.10","51.80","5","52.00","13","15.43",
"4571","鈞興-KY","14,000","14","985,500","70.20","70.80","70.20","70.30","-","0.70","70.30","3","70.70","1","15.55",
"4572","駐龍","40,000","34","5,281,000","131.00","134.00","130.50","134.00"," ","0.00","132.00","2","134.00","2","18.38",
"4576","大銀微系統","45,000","41","3,741,200","82.60","83.90","82.50","83.60","+","0.70","83.00","3","83.60","5","67.42",
"4720","德淵","30,000","20","406,800","13.65","13.70","13.50","13.55","-","0.10","13.50","7","13.60","2","23.36",
"4722","國精化","55,000","32","1,518,000","27.65","27.65","27.55","27.65","+","0.10","27.60","14","27.70","9","11.33",
